Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-07-22 00:00:00-04:00,200.43151248900887,203.40158381365865,199.65546546152484,202.8746337890625,49605700,0.0,0.0
2020-07-23 00:00:00-04:00,198.5057661792105,202.0794215246209,193.6770063646899,194.0506591796875,67457000,0.0,0.0
2020-07-24 00:00:00-04:00,192.01952034770355,194.35725162565268,189.23148765379403,192.86264038085938,39827000,0.0,0.0
2020-07-27 00:00:00-04:00,193.0255222872974,195.42073647697526,192.4410894402469,195.30577087402344,30160900,0.0,0.0
2020-07-28 00:00:00-04:00,195.07582771240598,196.12013760474971,193.2842121522174,193.55247497558594,23251400,0.0,0.0
2020-07-29 00:00:00-04:00,194.01234671295202,196.07222504023824,193.54287947526808,195.5069580078125,19632600,0.0,0.0
2020-07-30 00:00:00-04:00,192.57522553299125,195.8902084845765,191.20517000040866,195.35366821289062,25079600,0.0,0.0
2020-07-31 00:00:00-04:00,195.83269669820726,196.50336833381417,190.6686157432386,196.41712951660156,51044000,0.0,0.0
2020-08-03 00:00:00-04:00,202.6542875887838,208.5177672855925,201.6195532977186,207.4638671875,78983000,0.0,0.0
2020-08-04 00:00:00-04:00,205.19318712810264,205.76804432439195,201.4949762006801,204.35006713867188,49280100,0.0,0.0
2020-08-05 00:00:00-04:00,205.89257948730528,205.98839389029322,202.7021674608065,204.01473999023438,28806400,0.0,0.0
2020-08-06 00:00:00-04:00,203.4398971396391,207.30098102055055,202.68301593193615,207.28182983398438,32656800,0.0,0.0
2020-08-07 00:00:00-04:00,205.84472401430398,206.65908810961207,202.08901510463994,203.5740509033203,27820400,0.0,0.0
2020-08-10 00:00:00-04:00,202.79801389531178,202.9992183401805,197.70100518297247,199.5213623046875,36716500,0.0,0.0
2020-08-11 00:00:00-04:00,198.47706250726398,198.94651520400473,194.62555340724444,194.85549926757812,36446500,0.0,0.0
2020-08-12 00:00:00-04:00,196.68540826683247,201.46626120547887,196.16804841775132,200.4219512939453,28013100,0.0,0.0
2020-08-13 00:00:00-04:00,200.66147281697482,202.4914200259943,199.4255340681538,199.95248413085938,22588900,0.0,0.0
2020-08-14 00:00:00-04:00,200.00994208877663,200.80515488112698,198.81233510377172,200.14407348632812,17958900,0.0,0.0
2020-08-17 00:00:00-04:00,200.8147563394942,202.3381090011182,200.16325050116794,201.46624755859375,20184800,0.0,0.0
2020-08-18 00:00:00-04:00,201.70576542532348,203.45906387306434,200.44110000254938,202.6255340576172,21336200,0.0,0.0
2020-08-19 00:00:00-04:00,203.11536754091307,203.70121318351363,200.96406238596384,201.396240234375,27627600,0.51,0.0
2020-08-20 00:00:00-04:00,201.24253011907706,206.48632892012674,200.63748712036835,206.0829620361328,26981500,0.0,0.0
2020-08-21 00:00:00-04:00,205.3915117571103,207.6868712742593,204.42151129871056,204.58477783203125,36249300,0.0,0.0
2020-08-24 00:00:00-04:00,206.28468937804115,206.98579322023295,204.01814061852878,205.22825622558594,25460100,0.0,0.0
2020-08-25 00:00:00-04:00,204.66161371398127,208.03261849728148,204.66161371398127,207.89816284179688,23043700,0.0,0.0
2020-08-26 00:00:00-04:00,209.25228930731743,213.29557152779088,208.75287641020205,212.39279174804688,39600800,0.0,0.0
2020-08-27 00:00:00-04:00,214.06391898104908,221.99683117871206,210.71211201268858,217.60780334472656,57602200,0.0,0.0
2020-08-28 00:00:00-04:00,219.14443155423294,221.5070259544178,217.60779777645126,219.8455352783203,26292900,0.0,0.0
2020-08-31 00:00:00-04:00,218.01114135851057,219.64382098402714,215.42765896860678,216.59934997558594,28774200,0.0,0.0
2020-09-01 00:00:00-04:00,216.5801610879219,218.44334254996568,215.54292559396254,218.27047729492188,25725500,0.0,0.0
2020-09-02 00:00:00-04:00,218.94276449796857,223.63912796259172,218.34732016667317,222.47703552246094,34080800,0.0,0.0
2020-09-03 00:00:00-04:00,220.19130703250988,220.2297166534023,206.44796072753812,208.69529724121094,58400300,0.0,0.0
2020-09-04 00:00:00-04:00,206.5823688667437,209.71327248647975,197.06478646829672,205.76602172851562,59664100,0.0,0.0
2020-09-08 00:00:00-04:00,198.32296428136345,201.71318133618064,194.19323376492994,194.63502502441406,52924300,0.0,0.0
2020-09-09 00:00:00-04:00,199.37934870044546,206.3326458829489,198.5149785948233,202.9232177734375,45679000,0.0,0.0
2020-09-10 00:00:00-04:00,204.94972624563192,206.23667571967312,196.0276004945869,197.23770141601562,35461500,0.0,0.0
2020-09-11 00:00:00-04:00,198.99523155246928,200.368613619327,193.27124556249714,195.9507598876953,33620100,0.0,0.0
2020-09-14 00:00:00-04:00,196.15243960847576,200.9160236183838,195.95074881259208,197.27610778808594,30375800,0.0,0.0
2020-09-15 00:00:00-04:00,200.16688913343583,201.47303582658077,198.73588554942936,200.51263427734375,21823900,0.0,0.0
2020-09-16 00:00:00-04:00,202.2797727190038,202.30858359355844,196.53657546959647,196.9303436279297,26328100,0.0,0.0
2020-09-17 00:00:00-04:00,192.12838753044858,196.238906158563,192.0419548835163,194.87513732910156,34011300,0.0,0.0
2020-09-18 00:00:00-04:00,194.7694511786119,195.58578376166412,188.47881764601027,192.4548797607422,55225300,0.0,0.0
2020-09-21 00:00:00-04:00,189.38158995270084,194.68301077891633,188.60366701743501,194.5197296142578,39839700,0.0,0.0
2020-09-22 00:00:00-04:00,196.93996392585635,199.8595932065508,194.07797105514516,199.20651245117188,33517100,0.0,0.0
2020-09-23 00:00:00-04:00,199.6674750785702,199.85956711096682,192.10911961891628,192.64694213867188,30803800,0.0,0.0
2020-09-24 00:00:00-04:00,191.9362594683191,197.42975761656191,191.31198965559403,195.1439971923828,31202500,0.0,0.0
2020-09-25 00:00:00-04:00,195.4897936214815,200.7623902405492,194.51977840321837,199.59071350097656,29437300,0.0,0.0
2020-09-28 00:00:00-04:00,202.52948018753506,204.1525611247907,199.82114082735507,201.14649963378906,32004900,0.0,0.0
